action,id_i,id_j,cap,cost
prune,242,,0.0028551249071223418,0.007689511783455359
prune,1120,,0.012341706701070479,0.03322861038519746
prune,2401,,0.05412925737963186,0.14569619049887328
prune,1966,,0.06345350580780347,0.17074752774728452
prune,2559,,0.06883341431086591,0.18517518760591378
prune,596,,0.09117121012862357,0.2452078343754145
prune,1623,,0.09271474484098166,0.24929818446039004
prune,62,,0.09445842877398736,0.2539249246168351
prune,1397,,0.10645451415059756,0.28610637207964046
prune,1969,,0.10837394278651336,0.2911976353905423
prune,74,,0.11364127845363421,0.3052815567226929
prune,2077,,0.11434408406963917,0.30710003728564444
prune,369,,0.11487585997298377,0.30845855360451024
prune,1665,,0.11677126882254057,0.31347765905037506
prune,2519,,0.12149474392896382,0.32608618349329105
prune,2110,,0.12159774391096013,0.32629072951597804
prune,2293,,0.12822717210206844,0.3440060480170515
prune,278,,0.12825047222783775,0.3439946990204539
prune,1386,,0.12849707594920876,0.3445821996733857
prune,350,,0.13325157811956623,0.3572568331023781
prune,1038,,0.1391002410462695,0.3728609010668009
prune,2404,,0.13956431936437058,0.37402814229760173
prune,3023,,0.14046097608177427,0.376354209933506
prune,2814,,0.1422657015988139,0.3811124822064174
prune,2465,,0.14424582393776703,0.3863392160154309
prune,2841,,0.1453794306278725,0.38929738308885514
prune,2671,,0.14640190169422657,0.39195712606784633
prune,1194,,0.14733823796772041,0.39438552075033423
prune,2795,,0.14812412870548208,0.3964105492187301
prune,171,,0.14819643523901183,0.39652542937398577
prune,825,,0.14925283017508917,0.39927316125823276
prune,1826,,0.14947339378719515,0.3997843043620973
prune,1411,,0.14995538349967663,0.40099444091815495
prune,235,,0.15004394474282354,0.401152223494576
prune,123,,0.15083617905113234,0.4031911177711607
prune,1399,,0.15265870218398875,0.4079832753166004
prune,2539,,0.15276350481939677,0.40818380460189324
prune,2896,,0.153007184810678,0.40875529868623234
prune,3047,,0.15349681373838037,0.409983613515544
prune,995,,0.15400524863320778,0.4112618024467305
prune,1625,,0.1561409953286411,0.41688502180994513
prune,614,,0.15757734117832523,0.42063956804632785
prune,1026,,0.1577883379077235,0.4211223625051597
prune,580,,0.16035927975882228,0.4279031585926829
prune,852,,0.16061650681535602,0.4285086806139995
prune,987,,0.16094125309334745,0.4292941440403242
prune,2151,,0.16178190432081532,0.43145544113096057
prune,1217,,0.16222464701400688,0.43255506036536107
prune,522,,0.162483778927155,0.4331648253531142
prune,2119,,0.16299417173114222,0.4344442133854011
prune,1374,,0.16326254929586975,0.43507822595654744
prune,1427,,0.1644841948664974,0.43825230803414417
prune,1410,,0.16473701017001458,0.43884437888507677
prune,521,,0.16496196241502378,0.43936205209603174
prune,2334,,0.16532270651342196,0.4402412219562849
prune,1747,,0.16538317829444651,0.44032058216982867
prune,1631,,0.16651241507520018,0.4432452810546723
prune,746,,0.166884439244347,0.44415371308699864
prune,1424,,0.16723939090294043,0.4450164662069197
prune,2070,,0.16728987570323986,0.44506884377798184
prune,1268,,0.16763250027061508,0.4458983670051323
prune,1394,,0.16794017442314846,0.44663470185248333
prune,1172,,0.1681699482993771,0.44716366566587257
prune,2483,,0.16826283304489323,0.4473284962069441
prune,1994,,0.16828901351944262,0.44731592053322955
prune,2743,,0.16898870979470823,0.4490934634693336
prune,2321,,0.169124535876125,0.44937212406957483
prune,700,,0.16972958948736686,0.45089740100267434
prune,33,,0.1698002951281627,0.45100282419223087
prune,239,,0.1698455411608127,0.4510405616925913
prune,156,,0.17023131583389856,0.45198252471176864
prune,1319,,0.17051187908419327,0.45264490457415
prune,1555,,0.1705806875218514,0.45274498856938217
prune,2761,,0.17082045523975328,0.4532987442202828
prune,2024,,0.17091877314336493,0.45347699164669797
prune,708,,0.17169590758539743,0.4554561212628353
prune,17,,0.17188859061134165,0.45588446731243804
prune,663,,0.17198369036202318,0.45605387671218534
prune,1864,,0.17267413188415082,0.45780184655694106
prune,1782,,0.17288967194513613,0.458290362308042
prune,1803,,0.1729519766519478,0.4583725533334893
prune,2243,,0.1732730349405764,0.4591404371058523
prune,1230,,0.1741702401785479,0.461434757768747
prune,2856,,0.17459033392439402,0.46246456971023364
prune,517,,0.17471235300208074,0.46270459100581357
prune,2284,,0.17474055295071114,0.4626960579226743
prune,1337,,0.17529652529306824,0.46408493970830067
prune,524,,0.17552887309459195,0.4646167440944986
prune,443,,0.17566142455743688,0.4648842477049183
prune,80,,0.17620377236828008,0.46623614667986996
prune,467,,0.1764182441491506,0.46672018830686
prune,379,,0.1764240312302862,0.4666520198692495
prune,2459,,0.17661948262771424,0.467085484418798
